Fecha,Anio,Mes,Dia,NombreMes,NombreDia,Trimestre,EsFestivo,Hora,RangoHorario,Localidad,Barrio,Direccion,NomViaPrincipal,NomViaSecundaria,Cuadrante,Latitud,Longitud,TipoVehiculo,TipoServicio,SubtipoServicio,TipoIncidente,ClaseSiniestro,ObjetoFijo,CondicionClimatica,CantIncidentes,CantHeridos,CantMuertos
2025-08-13,2025,8,13,Agosto,Miércoles,3,0,22,Noche,Barrios Unidos,Patio Bonito,Avenida Carrera 68 con Carrera 15,Avenida Carrera 68,Carrera 15,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Lluvia,1,0,0
2022-07-17,2022,7,17,Julio,Domingo,3,1,1,Madrugada,San Cristóbal,Venecia,Calle 80 con Carrera 50,Calle 80,Carrera 50,CAI Alhambra,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento,Volcamiento,Ninguno,Húmedo,1,0,0
2024-04-08,2024,4,8,Abril,Lunes,2,0,18,Hora Pico Tarde,Puente Aranda,Olaya,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Chicó,5,-74,Buseta,Público,Transporte Tradicional TPC,Caida de ocupante,Caída de ocupante,Ninguno,Húmedo,1,0,0
2022-04-27,2022,4,27,Abril,Miércoles,2,0,17,Hora Pico Tarde,Tunjuelito,7 de Agosto,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Salitre,5,-74,Bicicleta,No Aplica,No Aplica,Choque objeto fijo con lesionado,Choque,Señal de Tránsito,Despejado,1,0,0
2024-10-31,2024,10,31,Octubre,Jueves,4,0,13,Hora Valle,Ciudad Bolívar,Arborizadora Alta,Calle 26 con Calle 45,Calle 26,Calle 45,CAI Suba,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Despejado,1,0,0
2025-01-04,2025,1,4,Enero,Sábado,1,0,0,Madrugada,Fontibón,Toberín,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Venecia,5,-74,Camión,Particular,Carga,Autolesionado,Autolesionado,Ninguno,Húmedo,1,3,0
2024-12-24,2024,12,24,Diciembre,Martes,4,0,9,Hora Valle,Teusaquillo,Centro,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,1,0
2025-01-17,2025,1,17,Enero,Viernes,1,0,13,Hora Valle,Chapinero,Emaus,Carrera 4 con Calle 62,Carrera 4,Calle 62,CAI Chapinero,5,-74,Bicicleta,No Aplica,No Aplica,Choque con lesionado,Choque,Ninguno,Húmedo,1,1,0
2025-03-25,2025,3,25,Marzo,Martes,1,0,15,Hora Valle,Suba,Tibabuyes,Avenida Ciudad de Cali con Calle 139,Avenida Ciudad de Cali,Calle 139,CAI La Gaitana,5,-74,Bicicleta,No Aplica,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,0,0
2023-03-17,2023,3,17,Marzo,Viernes,1,0,8,Hora Pico Mañana,Antonio Nariño,Castilla,Carrera 30 con Calle 100,Carrera 30,Calle 100,CAI Chicó,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Lluvia,1,1,0
2024-05-20,2024,5,20,Mayo,Lunes,2,0,13,Hora Valle,Rafael Uribe Uribe,Castilla,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Kennedy,5,-74,Tractocamión,Particular,Carga Pesada,Autolesionado,Autolesionado,Ninguno,Niebla,1,2,0
2022-03-09,2022,3,9,Marzo,Miércoles,1,0,23,Noche,Puente Aranda,Cedritos,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Salitre,5,-74,Camioneta,Particular,No Aplica,Varado,Otros,Ninguno,Despejado,1,3,0
2023-06-22,2023,6,22,Junio,Jueves,2,0,16,Hora Pico Tarde,Santa Fe,Las Nieves,Carrera 7 con Calle 19,Carrera 7,Calle 19,CAI Torres Blancas,5,-74,Camioneta,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Niebla,1,0,0
2024-08-11,2024,8,11,Agosto,Domingo,3,1,17,Hora Pico Tarde,Los Mártires,Modelia,Carrera 30 con Carrera 15,Carrera 30,Carrera 15,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Húmedo,1,2,0
2024-02-07,2024,2,7,Febrero,Miércoles,1,0,6,Hora Pico Mañana,Bosa,La Estación,Autopista Sur con Carrera 77G,Autopista Sur,Carrera 77G,CAI Terminal Sur,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Varado,Otros,Ninguno,Despejado,1,2,0
2023-07-25,2023,7,25,Julio,Martes,3,0,4,Madrugada,Usaquén,Patio Bonito,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Suba,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,2,0
2025-02-19,2025,2,19,Febrero,Miércoles,1,0,14,Hora Valle,Suba,Villas de Granada,Avenida Boyacá con Carrera 50,Avenida Boyacá,Carrera 50,CAI Suba,5,-74,Bus SITP,Público,SITP Zonal,Varado,Otros,Ninguno,Lluvia,1,1,0
2022-06-06,2022,6,6,Junio,Lunes,2,0,9,Hora Valle,Usaquén,Toberín,Avenida Caracas con Carrera 50,Avenida Caracas,Carrera 50,CAI Rosario,5,-74,Camión,Particular,Carga,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,0,0
2023-12-07,2023,12,7,Diciembre,Jueves,4,0,21,Noche,San Cristóbal,El Rincón,Carrera 7 con Calle 53,Carrera 7,Calle 53,CAI Suba,5,-74,Camión,Particular,Carga,Choque con objeto fijo,Choque,Separador,Despejado,1,1,0
2023-04-17,2023,4,17,Abril,Lunes,2,0,20,Noche,Bosa,Alquería,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Alhambra,5,-74,Bicicleta,No Aplica,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,0,0
2023-07-09,2023,7,9,Julio,Domingo,3,1,12,Hora Valle,Teusaquillo,Alquería,Avenida Carrera 68 con Calle 6,Avenida Carrera 68,Calle 6,CAI Suba,5,-74,Tractocamión,Particular,Carga Pesada,Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2024-07-26,2024,7,26,Julio,Viernes,3,0,9,Hora Valle,Puente Aranda,Arborizadora Alta,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Chicó,5,-74,Tractocamión,Particular,Carga Pesada,Atropello con fatalidad,Atropello,Ninguno,Húmedo,1,1,0
2024-12-09,2024,12,9,Diciembre,Lunes,4,0,7,Hora Pico Mañana,Chapinero,7 de Agosto,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Alhambra,5,-74,Taxi,Público,Individual,Choque simple,Choque,Ninguno,Húmedo,1,1,2
2024-11-12,2024,11,12,Noviembre,Martes,4,1,1,Madrugada,Bosa,Olaya,Avenida Caracas con Calle 72,Avenida Caracas,Calle 72,CAI Restrepo,5,-74,Camioneta,Particular,No Aplica,Choque con objeto fijo,Choque,Separador,Lluvia,1,0,0
2023-10-01,2023,10,1,Octubre,Domingo,4,1,3,Madrugada,Rafael Uribe Uribe,Industrial,Calle 26 con Calle 127,Calle 26,Calle 127,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,0,0
2024-02-13,2024,2,13,Febrero,Martes,1,0,22,Noche,La Candelaria,El Lago,Avenida Carrera 68 con Carrera 50,Avenida Carrera 68,Carrera 50,CAI Rosario,5,-74,Motocicleta,Particular,No Aplica,Varado,Otros,Ninguno,Lluvia,1,0,0
2024-05-27,2024,5,27,Mayo,Lunes,2,0,10,Hora Valle,Chapinero,Galerías,Calle 80 con Calle 53,Calle 80,Calle 53,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,2,0
2024-06-13,2024,6,13,Junio,Jueves,2,1,23,Noche,Usaquén,Santa Bárbara,Carrera 7 con Calle 116,Carrera 7,Calle 116,CAI Santa Bárbara,5,-74,Buseta,Público,Transporte Tradicional TPC,Caida de ocupante,Caída de ocupante,Ninguno,Húmedo,1,3,0
2025-03-31,2025,3,31,Marzo,Lunes,1,0,3,Madrugada,Kennedy,Restrepo,Avenida Carrera 68 con Calle 127,Avenida Carrera 68,Calle 127,CAI Suba,5,-74,Buseta,Público,Transporte Tradicional TPC,Autolesionado,Autolesionado,Ninguno,Lluvia,1,0,0
2022-12-11,2022,12,11,Diciembre,Domingo,4,1,9,Hora Valle,Usaquén,Niza,Autopista Norte con Carrera 15,Autopista Norte,Carrera 15,CAI Suba,5,-74,Bicicleta,No Aplica,No Aplica,Falla semafórica,Otros,Ninguno,Niebla,1,3,0
2025-01-01,2025,1,1,Enero,Miércoles,1,1,0,Madrugada,Kennedy,Centro,Carrera 7 con Calle 100,Carrera 7,Calle 100,CAI Salitre,5,-74,Bicicleta,No Aplica,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,0,0
2022-07-21,2022,7,21,Julio,Jueves,3,0,16,Hora Pico Tarde,Usme,Industrial,Carrera 7 con Calle 6,Carrera 7,Calle 6,CAI Restrepo,5,-74,Camioneta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Húmedo,1,3,0
2024-06-24,2024,6,24,Junio,Lunes,2,0,12,Hora Valle,Usme,El Rincón,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Choque simple,Choque,Ninguno,Húmedo,1,0,0
2022-02-10,2022,2,10,Febrero,Jueves,1,0,23,Madrugada,Tunjuelito,Niza,Avenida Caracas con Calle 63,Avenida Caracas,Calle 63,CAI Alhambra,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con objeto fijo,Choque,Baranda de puente,Despejado,1,0,0
2025-01-15,2025,1,15,Enero,Miércoles,1,0,20,Noche,Suba,Modelia,Avenida Boyacá con Calle 53,Avenida Boyacá,Calle 53,CAI Venecia,5,-74,Buseta,Público,Transporte Tradicional TPC,Caida de ocupante,Caída de ocupante,Ninguno,Despejado,1,0,0
2022-01-29,2022,1,29,Enero,Sábado,1,0,10,Hora Valle,La Candelaria,Américas,Avenida Boyacá con Carrera 15,Avenida Boyacá,Carrera 15,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Choque con objeto fijo,Choque,Muro,Despejado,1,1,0
2022-07-11,2022,7,11,Julio,Lunes,3,0,16,Hora Pico Tarde,Rafael Uribe Uribe,Venecia,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Choque con lesionado,Choque,Ninguno,Despejado,1,2,0
2024-10-30,2024,10,30,Octubre,Miércoles,4,0,9,Hora Valle,Kennedy,Alquería,Avenida Boyacá con Calle 6,Avenida Boyacá,Calle 6,CAI Rosario,5,-74,Bicicleta,No Aplica,No Aplica,Choque simple,Choque,Ninguno,Húmedo,1,2,0
2025-04-19,2025,4,19,Abril,Sábado,2,0,14,Hora Valle,Usme,Olaya,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Rosario,5,-74,Bicicleta,No Aplica,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,0,0
2025-01-03,2025,1,3,Enero,Viernes,1,0,0,Madrugada,Usaquén,Industrial,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Restrepo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello,Atropello,Ninguno,Húmedo,1,1,0
2023-02-11,2023,2,11,Febrero,Sábado,1,0,21,Noche,La Candelaria,Olaya,Calle 26 con Carrera 24,Calle 26,Carrera 24,CAI Alhambra,5,-74,Bus SITP,Público,SITP Zonal,Atropello con fatalidad,Atropello,Ninguno,Despejado,1,0,0
2025-03-22,2025,3,22,Marzo,Sábado,1,0,20,Noche,Ciudad Bolívar,Galerías,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Suba,5,-74,Bus SITP,Público,SITP Zonal,Choque con objeto fijo,Choque,Separador,Despejado,1,0,0
2024-05-23,2024,5,23,Mayo,Jueves,2,0,3,Madrugada,Santa Fe,Restrepo,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Venecia,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque con lesionado,Choque,Ninguno,Niebla,1,1,0
2023-05-26,2023,5,26,Mayo,Viernes,2,0,5,Hora Pico Mañana,Suba,El Lago,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Salitre,5,-74,Motocicleta,Particular,No Aplica,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2023-09-08,2023,9,8,Septiembre,Viernes,3,0,8,Hora Pico Mañana,Barrios Unidos,Patio Bonito,Calle 80 con Calle 6,Calle 80,Calle 6,CAI Chicó,5,-74,Camioneta,Particular,No Aplica,Choque simple,Choque,Ninguno,Niebla,1,0,0
2023-04-01,2023,4,1,Abril,Sábado,2,0,2,Madrugada,Rafael Uribe Uribe,Patio Bonito,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Restrepo,5,-74,Tractocamión,Particular,Carga Pesada,Caida de ocupante,Caída de ocupante,Ninguno,Niebla,1,1,0
2024-12-29,2024,12,29,Diciembre,Domingo,4,1,17,Hora Pico Tarde,Los Mártires,Centro,Autopista Norte con Calle 127,Autopista Norte,Calle 127,CAI Restrepo,5,-74,Automóvil particular,Particular,No Aplica,Choque simple,Choque,Ninguno,Lluvia,1,2,0
2023-05-13,2023,5,13,Mayo,Sábado,2,0,6,Hora Pico Mañana,Ciudad Bolívar,Venecia,Avenida Américas con Calle 63,Avenida Américas,Calle 63,CAI Venecia,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Despejado,1,0,0
2023-06-23,2023,6,23,Junio,Viernes,2,0,1,Madrugada,Fontibón,Patio Bonito,Carrera 30 con Calle 127,Carrera 30,Calle 127,CAI Alhambra,5,-74,Taxi,Público,Individual,Choque con objeto fijo,Choque,Separador,Despejado,1,1,0
2023-08-31,2023,8,31,Agosto,Jueves,3,0,17,Hora Pico Tarde,San Cristóbal,Modelia,Avenida Boyacá con Calle 100,Avenida Boyacá,Calle 100,CAI Suba,5,-74,Taxi,Público,Individual,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,0,0
2024-03-10,2024,3,10,Marzo,Domingo,1,1,5,Hora Pico Mañana,Chapinero,Patio Bonito,Calle 26 con Carrera 15,Calle 26,Carrera 15,CAI Salitre,5,-74,Taxi,Público,Individual,Volcamiento,Volcamiento,Ninguno,Lluvia,1,1,2
2023-06-10,2023,6,10,Junio,Sábado,2,0,14,Hora Valle,Barrios Unidos,Patria,Carrera 30 con Calle 80,Carrera 30,Calle 80,CAI Polo,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,1,0
2025-06-12,2025,6,12,Junio,Jueves,2,0,10,Hora Valle,Kennedy,Kennedy Central,Calle 37 Sur con Carrera 78,Calle 37 Sur,Carrera 78,CAI Kennedy,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Lluvia,1,0,0
2024-03-12,2024,3,12,Marzo,Martes,1,0,0,Madrugada,La Candelaria,Restrepo,Calle 80 con Carrera 24,Calle 80,Carrera 24,CAI Kennedy,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento con lesionado,Volcamiento,Andén,Despejado,1,2,0
2024-01-01,2024,1,1,Enero,Lunes,1,1,3,Madrugada,Antonio Nariño,Ciudad Berna,Avenida Caracas con Calle 11 Sur,Avenida Caracas,Calle 11 Sur,CAI Berna,5,-74,Taxi,Público,Individual,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
2025-04-27,2025,4,27,Abril,Domingo,2,1,9,Hora Valle,Antonio Nariño,Villas de Granada,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Kennedy,5,-74,Taxi,Público,Individual,Choque con objeto fijo,Choque,Separador,Niebla,1,0,0
2023-10-26,2023,10,26,Octubre,Jueves,4,0,3,Madrugada,Fontibón,Modelia,Calle 13 con Carrera 15,Calle 13,Carrera 15,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento,Volcamiento,Ninguno,Lluvia,1,0,0
2024-06-09,2024,6,9,Junio,Domingo,2,1,23,Noche,Suba,Olaya,Avenida Boyacá con Carrera 50,Avenida Boyacá,Carrera 50,CAI Chicó,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque objeto fijo con lesionado,Choque,Poste,Lluvia,1,0,0
2023-04-29,2023,4,29,Abril,Sábado,2,0,13,Hora Valle,Ciudad Bolívar,Potosí,Calle 81 Sur con Carrera 40,Calle 81 Sur,Carrera 40,CAI Potosí,5,-74,Motocicleta,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Húmedo,1,0,0
2025-03-06,2025,3,6,Marzo,Jueves,1,0,20,Noche,Puente Aranda,Arborizadora Alta,Avenida Américas con Calle 53,Avenida Américas,Calle 53,CAI Alhambra,5,-74,Motocicleta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2025-07-06,2025,7,6,Julio,Domingo,3,1,7,Hora Pico Mañana,Tunjuelito,Galerías,Calle 26 con Calle 72,Calle 26,Calle 72,CAI Kennedy,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Choque simple,Choque,Ninguno,Niebla,1,0,0
2023-04-20,2023,4,20,Abril,Jueves,2,0,13,Hora Valle,Engativá,Alquería,Calle 26 con Carrera 50,Calle 26,Carrera 50,CAI Rosario,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento con lesionado,Volcamiento,Andén,Lluvia,1,0,0
2023-06-26,2023,6,26,Junio,Lunes,2,0,4,Madrugada,Usme,Alquería,Autopista Norte con Calle 45,Autopista Norte,Calle 45,CAI Venecia,5,-74,Camioneta,Particular,No Aplica,Caida de ocupante,Caída de ocupante,Ninguno,Despejado,1,0,0
2023-08-01,2023,8,1,Agosto,Martes,3,0,19,Noche,Los Mártires,Cedritos,Carrera 7 con Calle 6,Carrera 7,Calle 6,CAI Rosario,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Volcamiento,Volcamiento,Ninguno,Despejado,1,3,0
2024-12-15,2024,12,15,Diciembre,Domingo,4,1,22,Noche,Usaquén,El Lago,Calle 80 con Calle 100,Calle 80,Calle 100,CAI Venecia,5,-74,Bicicleta,No Aplica,No Aplica,Choque con lesionado,Choque,Ninguno,Lluvia,1,0,0
2022-12-03,2022,12,3,Diciembre,Sábado,4,0,12,Hora Valle,Chapinero,Salitre,Calle 13 con Calle 45,Calle 13,Calle 45,CAI Salitre,5,-74,Taxi,Público,Individual,Choque simple,Choque,Ninguno,Lluvia,1,3,0
2025-05-18,2025,5,18,Mayo,Domingo,2,1,1,Madrugada,San Cristóbal,20 de Julio,Carrera 6 con Calle 27 Sur,Carrera 6,Calle 27 Sur,CAI 20 de Julio,5,-74,Taxi,Público,Individual,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,2,0
2024-06-05,2024,6,5,Junio,Miércoles,2,0,15,Hora Valle,Engativá,7 de Agosto,Avenida Américas con Carrera 50,Avenida Américas,Carrera 50,CAI Salitre,5,-74,Camioneta,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Niebla,1,1,0
2024-09-06,2024,9,6,Septiembre,Viernes,3,0,20,Noche,Santa Fe,Salitre,Carrera 7 con Calle 127,Carrera 7,Calle 127,CAI Suba,5,-74,Camioneta,Particular,No Aplica,Autolesionado,Autolesionado,Ninguno,Lluvia,1,0,0
2024-06-23,2024,6,23,Junio,Domingo,2,1,0,Madrugada,Puente Aranda,Américas,Avenida Caracas con Calle 45,Avenida Caracas,Calle 45,CAI Rosario,5,-74,Taxi,Público,Individual,Autolesionado,Autolesionado,Ninguno,Niebla,1,0,0
2023-11-02,2023,11,2,Noviembre,Jueves,4,0,14,Hora Valle,San Cristóbal,20 de Julio,Carrera 6 con Calle 27 Sur,Carrera 6,Calle 27 Sur,CAI 20 de Julio,5,-74,Bus articulado,Público,SITP Troncal (TransMilenio),Volcamiento con lesionado,Volcamiento,Andén,Húmedo,1,3,0
2024-02-09,2024,2,9,Febrero,Viernes,1,0,23,Noche,Los Mártires,Industrial,Avenida Ciudad de Cali con Carrera 50,Avenida Ciudad de Cali,Carrera 50,CAI Rosario,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Lluvia,1,3,0
2025-04-22,2025,4,22,Abril,Martes,2,0,10,Hora Valle,Fontibón,Toberín,Calle 80 con Carrera 50,Calle 80,Carrera 50,CAI Venecia,5,-74,Tractocamión,Particular,Carga Pesada,Falla semafórica,Otros,Ninguno,Húmedo,1,0,0
2023-02-15,2023,2,15,Febrero,Miércoles,1,0,22,Noche,Tunjuelito,Patio Bonito,Avenida Ciudad de Cali con Calle 53,Avenida Ciudad de Cali,Calle 53,CAI Rosario,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento con lesionado,Volcamiento,Andén,Húmedo,1,1,0
2022-06-15,2022,6,15,Junio,Miércoles,2,0,17,Hora Pico Tarde,Usaquén,Arborizadora Alta,Avenida Carrera 68 con Calle 127,Avenida Carrera 68,Calle 127,CAI Alhambra,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Húmedo,1,1,0
2025-07-05,2025,7,5,Julio,Sábado,3,0,13,Hora Valle,San Cristóbal,Américas,Calle 26 con Calle 63,Calle 26,Calle 63,CAI Suba,5,-74,Automóvil particular,Particular,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,1,0
2025-04-14,2025,4,14,Abril,Lunes,2,0,22,Noche,Los Mártires,Olaya,Avenida Carrera 68 con Calle 63,Avenida Carrera 68,Calle 63,CAI Chicó,5,-74,Bicicleta,No Aplica,No Aplica,Autolesionado,Autolesionado,Ninguno,Despejado,1,1,0
2022-07-18,2022,7,18,Julio,Lunes,3,0,21,Noche,La Candelaria,Patio Bonito,Avenida Caracas con Calle 63,Avenida Caracas,Calle 63,CAI Salitre,5,-74,Buseta,Público,Transporte Tradicional TPC,Autolesionado,Autolesionado,Ninguno,Despejado,1,2,0
2023-04-21,2023,4,21,Abril,Viernes,2,0,6,Hora Pico Mañana,San Cristóbal,El Rincón,Avenida Boyacá con Calle 45,Avenida Boyacá,Calle 45,CAI Alhambra,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque simple,Choque,Ninguno,Lluvia,1,3,0
2023-06-21,2023,6,21,Junio,Miércoles,2,0,8,Hora Pico Mañana,San Cristóbal,Centro,Avenida Ciudad de Cali con Calle 127,Avenida Ciudad de Cali,Calle 127,CAI Kennedy,5,-74,Buseta,Público,Transporte Tradicional TPC,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,1,0
2022-09-09,2022,9,9,Septiembre,Viernes,3,0,20,Noche,Ciudad Bolívar,Juan Pablo II,Carrera 18 Sur con Calle 68 Sur,Carrera 18 Sur,Calle 68 Sur,CAI San Francisco,5,-74,Automóvil particular,Particular,No Aplica,Choque objeto fijo con lesionado,Choque,Poste,Despejado,1,2,0
2022-12-28,2022,12,28,Diciembre,Miércoles,4,0,23,Noche,Teusaquillo,Salitre,Avenida Carrera 68 con Calle 6,Avenida Carrera 68,Calle 6,CAI Venecia,5,-74,Automóvil particular,Particular,No Aplica,Atropello con fatalidad,Atropello,Ninguno,Niebla,1,0,0
2024-10-17,2024,10,17,Octubre,Jueves,4,0,20,Noche,Rafael Uribe Uribe,Salitre,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Alhambra,5,-74,Bus SITP,Público,SITP Zonal,Caida de ocupante,Caída de ocupante,Ninguno,Lluvia,1,1,0
2022-01-02,2022,1,2,Enero,Domingo,1,1,16,Hora Pico Tarde,Ciudad Bolívar,Arborizadora Alta,Avenida Carrera 68 con Carrera 24,Avenida Carrera 68,Carrera 24,CAI Kennedy,5,-74,Automóvil particular,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Despejado,1,0,0
2022-03-22,2022,3,22,Marzo,Martes,1,0,1,Madrugada,Antonio Nariño,Venecia,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Choque con lesionado,Choque,Ninguno,Húmedo,1,0,0
2022-09-25,2022,9,25,Septiembre,Domingo,3,1,3,Madrugada,Suba,7 de Agosto,Calle 13 con Calle 127,Calle 13,Calle 127,CAI Salitre,5,-74,Automóvil particular,Particular,No Aplica,Varado,Otros,Ninguno,Niebla,1,2,0
2023-08-07,2023,8,7,Agosto,Lunes,3,0,10,Hora Valle,La Candelaria,Restrepo,Carrera 7 con Calle 127,Carrera 7,Calle 127,CAI Chicó,5,-74,Automóvil particular,Particular,No Aplica,Caída de objetos en vía,Otros,Árbol,Lluvia,1,3,0
2024-10-07,2024,10,7,Octubre,Lunes,4,0,19,Noche,Teusaquillo,Modelia,Autopista Norte con Carrera 24,Autopista Norte,Carrera 24,CAI Venecia,5,-74,Bus SITP,Público,SITP Zonal,Varado,Otros,Ninguno,Niebla,1,0,0
2022-07-22,2022,7,22,Julio,Viernes,3,0,12,Hora Valle,Antonio Nariño,Venecia,Avenida Ciudad de Cali con Carrera 15,Avenida Ciudad de Cali,Carrera 15,CAI Chicó,5,-74,Buseta,Público,Transporte Tradicional TPC,Autolesionado,Autolesionado,Ninguno,Húmedo,1,3,0
2023-12-26,2023,12,26,Diciembre,Martes,4,0,4,Madrugada,Usaquén,Industrial,Calle 13 con Calle 63,Calle 13,Calle 63,CAI Kennedy,5,-74,Buseta,Público,Transporte Tradicional TPC,Volcamiento,Volcamiento,Ninguno,Niebla,1,1,0
2022-02-19,2022,2,19,Febrero,Sábado,1,0,21,Noche,Rafael Uribe Uribe,Venecia,Autopista Norte con Calle 53,Autopista Norte,Calle 53,CAI Suba,5,-74,Taxi,Público,Individual,Daño en pavimento,Otros,Ninguno,Lluvia,1,0,0
2023-11-14,2023,11,14,Noviembre,Martes,4,0,4,Madrugada,Santa Fe,Arborizadora Alta,Avenida Boyacá con Carrera 15,Avenida Boyacá,Carrera 15,CAI Rosario,5,-74,Taxi,Público,Individual,Varado,Otros,Ninguno,Niebla,1,2,0
2022-06-02,2022,6,2,Junio,Jueves,2,0,13,Hora Valle,Tunjuelito,7 de Agosto,Avenida Carrera 68 con Calle 63,Avenida Carrera 68,Calle 63,CAI Suba,5,-74,Bus SITP,Público,SITP Zonal,Atropello con fatalidad,Atropello,Ninguno,Lluvia,1,1,0
2023-06-12,2023,6,12,Junio,Lunes,2,0,8,Hora Pico Mañana,Suba,Cedritos,Autopista Norte con Calle 6,Autopista Norte,Calle 6,CAI Restrepo,5,-74,Bus SITP,Público,SITP Zonal,Choque simple,Choque,Ninguno,Húmedo,1,2,0
2023-08-21,2023,8,21,Agosto,Lunes,3,1,8,Hora Pico Mañana,Puente Aranda,Castilla,Avenida Carrera 68 con Calle 45,Avenida Carrera 68,Calle 45,CAI Restrepo,5,-74,Bicicleta,No Aplica,No Aplica,Falla semafórica,Otros,Ninguno,Niebla,1,0,0
2024-10-18,2024,10,18,Octubre,Viernes,4,0,16,Hora Pico Tarde,Fontibón,Modelia,Avenida Américas con Calle 45,Avenida Américas,Calle 45,CAI Rosario,5,-74,Bicicleta,No Aplica,No Aplica,Volcamiento,Volcamiento,Ninguno,Despejado,1,0,0
